5000,2067
5002,2031
5001,2057
5003,2037
5004,2025
5005,2024
5007,2024
5009,2021
5006,2054
5010,2021
5008,2102
5012,2081
5013,2080
5015,2073
5014,2079
5019,2107
5011,2155
5020,2111
5018,2125
5023,2090
5021,2116
5016,2146
5017,2141
5022,2138
5024,2058
5025,2042
5026,2025
5027,2021
5028,2018
5029,2013
5030,2014
5031,2018
5032,2019
5033,2015
5034,2015
5035,2022
5036,2022
5037,2020
5038,2024
5039,2019
5040,2024
5041,2019
5042,2017
5043,2024
5044,2018
5045,2025
5046,2022
5047,2024
5048,2021
5050,2038
5049,2050
5051,2028
5052,2024
5053,2019
5054,2017
5055,2016
5056,2018
5057,2017
5059,2026
5058,2034
5060,2024
5061,2025
5062,2022
5063,2022
5064,2019
5065,2021
5066,2026
5067,2024
5068,2025
5069,2022
5070,2018
5072,2022
5071,2037
5073,2025
5074,2026
5075,2024
5076,2020
5077,2022
5078,2017
5079,2018
5080,2017
5081,2024
5082,2025
5085,2014
5084,2021
5088,2021
5087,2027
5089,2025
5090,2024
5091,2022
5092,2021
5095,2014
5094,2019
5093,2029
5096,2022
5086,2070
5083,2085
5098,2022
5097,2028
5100,2024
5099,2031
5101,2025
5102,2026
5103,2025
5104,2021
5105,2020
5106,2019
5108,2029
5107,2035
5109,2031
5110,2021
5111,2020
5113,2017
5112,2025
5114,2019
5115,2017
5116,2014
5117,2015
5119,2014
5120,2014
5118,2039
5122,2033
5123,2020
5124,2018
5125,2023
5126,2020
5127,2021
5128,2018
5121,2066
5129,2032
5130,2025
5131,2024
5133,2018
5134,2019
5135,2016
5132,2032
5136,2019
5137,2022
5139,2017
5140,2015
5142,2017
5141,2023
5138,2039
5143,2023
5144,2016
5146,2017
5145,2021
5147,2016
5149,2013
5148,2020
5151,2016
5150,2025
5153,2012
5152,2022
5154,2038
5155,2036
5157,2028
5156,2036
5158,2030
5159,2027
5160,2040
5162,2034
5163,2032
5161,2046
5164,2036
5165,2031
5166,2030
5167,2029
5168,2028
5170,2023
5171,2021
5172,2018
5169,2036
5176,2019
5175,2030
5174,2037
5177,2028
5178,2026
