5001,2107
5000,2147
5002,2107
5004,2084
5003,2099
5005,2086
5006,2058
5007,2048
5008,2022
5009,2020
5010,2016
5011,2021
5012,2016
5013,2017
5014,2024
5015,2022
5016,2025
5017,2021
5018,2018
5020,2016
5019,2022
5022,2017
5023,2015
5024,2040
5021,2053
5025,2038
5027,2025
5026,2032
5028,2025
5029,2021
5030,2017
5031,2031
5032,2029
5033,2026
5035,2035
5036,2034
5034,2045
5037,2031
5038,2034
5039,2033
5040,2020
5041,2037
5042,2035
5043,2034
5044,2038
5045,2030
5046,2028
5047,2034
5048,2030
5049,2026
5050,2024
5053,2080
5052,2086
5051,2092
5055,2078
5057,2079
5058,2078
5059,2073
5060,2070
5054,2100
5061,2102
5065,2098
5063,2111
5062,2116
5056,2144
5064,2113
5067,2042
5068,2038
5069,2034
5066,2141
5070,2046
5071,2041
5072,2023
5073,2020
5075,2021
5076,2018
5077,2017
5074,2037
5078,2017
5079,2017
5080,2013
5081,2023
5082,2021
5083,2019
5084,2021
5085,2016
5086,2022
5087,2018
5088,2015
5089,2016
5090,2016
5091,2027
5092,2023
5094,2012
5093,2032
5095,2022
5096,2035
5097,2021
5098,2023
5099,2022
5100,2018
5101,2017
5102,2014
5103,2019
5104,2016
5105,2016
5106,2022
5107,2024
5108,2024
5109,2022
5110,2018
5112,2013
5113,2022
5114,2024
5115,2024
5116,2023
5117,2017
5118,2014
5120,2022
5119,2029
5121,2024
5111,2072
5122,2024
5123,2018
5124,2015
5126,2020
5127,2017
5125,2029
5128,2018
5131,2019
5129,2030
5130,2029
5132,2020
5133,2020
5134,2018
5137,2015
5136,2027
5135,2033
5138,2026
5139,2024
5140,2021
5141,2021
5143,2014
5144,2021
5142,2030
5145,2021
5146,2029
5148,2020
5147,2025
5149,2030
5150,2026
5152,2018
5151,2025
5153,2021
5154,2019
5155,2016
5156,2013
5157,2012
5158,2026
5159,2022
5160,2020
5161,2015
5162,2018
5163,2020
5164,2018
5167,2014
5168,2016
5169,2014
5166,2032
5170,2024
5171,2029
5165,2057
5172,2017
5173,2019
5174,2019
5175,2018
5176,2021
5177,2022
5178,2018
5179,2024
5180,2024
5181,2025
5182,2023
5184,2019
5185,2019
5183,2028
5186,2020
5187,2015
5188,2019
5189,2017
5190,2015
5191,2014
5192,2018
5193,2032
5195,2019
5197,2015
5196,2022
5198,2018
5194,2043
5199,2019
5200,2014
5201,2035
